"","Date_of_game","Team1","Team2","Pointspread","Score1","Score2","scorediff","Location"
"1952","2017-01-25","PHILADELPHIA 76ERS","MILWAUKEE BUCKS",10.5,114,109,5,"V"
"1953","2017-01-27","PHILADELPHIA 76ERS","HOUSTON ROCKETS",6.5,118,123,-5,"H"
"1954","2017-01-29","PHILADELPHIA 76ERS","CHICAGO BULLS",7,108,121,-13,"V"
"1955","2017-01-30","PHILADELPHIA 76ERS","SACRAMENTO KINGS",3,122,119,3,"H"
"1956","2017-02-01","PHILADELPHIA 76ERS","DALLAS MAVERICKS",7,95,113,-18,"V"
"1957","2017-02-02","PHILADELPHIA 76ERS","SAN ANTONIO SPURS",17,86,102,-16,"V"
"1958","2017-02-04","PHILADELPHIA 76ERS","MIAMI HEAT",9.5,102,125,-23,"V"
"1959","2017-02-06","PHILADELPHIA 76ERS","DETROIT PISTONS",9,96,113,-17,"V"
"1960","2017-02-08","PHILADELPHIA 76ERS","SAN ANTONIO SPURS",12,103,111,-8,"H"
"1961","2017-02-09","PHILADELPHIA 76ERS","ORLANDO MAGIC",6,112,111,1,"V"
"1962","2017-02-11","PHILADELPHIA 76ERS","MIAMI HEAT",3.5,117,109,8,"H"
"1963","2017-02-13","PHILADELPHIA 76ERS","CHARLOTTE HORNETS",8,105,99,6,"V"
"1964","2017-02-15","PHILADELPHIA 76ERS","BOSTON CELTICS",10,108,116,-8,"V"
"1965","2017-02-24","PHILADELPHIA 76ERS","WASHINGTON WIZARDS",8.5,120,112,8,"H"
"1966","2017-02-25","PHILADELPHIA 76ERS","NEW YORK KNICKS",5.5,109,110,-1,"V"
"1967","2017-02-27","PHILADELPHIA 76ERS","GOLDEN STATE WARRIORS",14,108,119,-11,"H"
"1968","2017-03-01","PHILADELPHIA 76ERS","MIAMI HEAT",9.5,98,125,-27,"V"
"1969","2017-03-03","PHILADELPHIA 76ERS","NEW YORK KNICKS",1.5,105,102,3,"H"
"1970","2017-03-04","PHILADELPHIA 76ERS","DETROIT PISTONS",5,106,136,-30,"H"
"1971","2017-03-06","PHILADELPHIA 76ERS","MILWAUKEE BUCKS",5.5,98,112,-14,"H"
"1972","2017-03-09","PHILADELPHIA 76ERS","PORTLAND TRAIL BLAZERS",9.5,108,114,-6,"V"
"1973","2017-03-11","PHILADELPHIA 76ERS","LOS ANGELES CLIPPERS",14,100,112,-12,"V"
"1974","2017-03-12","PHILADELPHIA 76ERS","LOS ANGELES LAKERS",4.5,118,116,2,"V"
"1975","2017-03-14","PHILADELPHIA 76ERS","GOLDEN STATE WARRIORS",17,104,106,-2,"V"
"1976","2017-03-17","PHILADELPHIA 76ERS","DALLAS MAVERICKS",5.5,116,74,42,"H"
"1977","2017-03-19","PHILADELPHIA 76ERS","BOSTON CELTICS",5,105,99,6,"H"
"1978","2017-03-20","PHILADELPHIA 76ERS","ORLANDO MAGIC",5.5,109,112,-3,"V"
"1979","2017-03-22","PHILADELPHIA 76ERS","OKLAHOMA CITY THUNDER",11.5,97,122,-25,"V"
"1980","2017-03-24","PHILADELPHIA 76ERS","CHICAGO BULLS",6.5,117,107,10,"V"
"1981","2017-03-26","PHILADELPHIA 76ERS","INDIANA PACERS",9,94,107,-13,"V"
"1982","2017-03-28","PHILADELPHIA 76ERS","BROOKLYN NETS",4,106,101,5,"V"
"1983","2017-03-29","PHILADELPHIA 76ERS","ATLANTA HAWKS",2.5,92,99,-7,"H"
"1984","2017-03-31","PHILADELPHIA 76ERS","CLEVELAND CAVALIERS",12,105,122,-17,"V"
"1985","2017-04-02","PHILADELPHIA 76ERS","TORONTO RAPTORS",11.5,105,113,-8,"V"
"1986","2017-04-04","PHILADELPHIA 76ERS","BROOKLYN NETS",1.5,118,141,-23,"H"
"1987","2017-04-06","PHILADELPHIA 76ERS","CHICAGO BULLS",5.5,90,102,-12,"H"
"1988","2017-04-08","PHILADELPHIA 76ERS","MILWAUKEE BUCKS",7,82,90,-8,"H"
"1989","2017-04-10","PHILADELPHIA 76ERS","INDIANA PACERS",8.5,111,120,-9,"H"
"1990","2017-04-12","PHILADELPHIA 76ERS","NEW YORK KNICKS",-1.5,113,114,-1,"V"
"1991","2016-10-26","PHOENIX SUNS","SACRAMENTO KINGS",-3,94,113,-19,"H"
"1992","2016-10-28","PHOENIX SUNS","OKLAHOMA CITY THUNDER",8.5,110,113,-3,"V"
"1993","2016-10-30","PHOENIX SUNS","GOLDEN STATE WARRIORS",12,100,106,-6,"H"
"1994","2016-10-31","PHOENIX SUNS","LOS ANGELES CLIPPERS",11.5,98,116,-18,"V"
"1995","2016-11-02","PHOENIX SUNS","PORTLAND TRAIL BLAZERS",3,118,115,3,"H"
"1996","2016-11-04","PHOENIX SUNS","NEW ORLEANS PELICANS",3,112,111,1,"V"
"1997","2016-11-06","PHOENIX SUNS","LOS ANGELES LAKERS",3.5,108,119,-11,"V"
"1998","2016-11-08","PHOENIX SUNS","PORTLAND TRAIL BLAZERS",8,121,124,-3,"V"
"1999","2016-11-09","PHOENIX SUNS","DETROIT PISTONS",4.5,107,100,7,"H"
"2000","2016-11-12","PHOENIX SUNS","BROOKLYN NETS",-4.5,104,122,-18,"H"
"2001","2016-11-13","PHOENIX SUNS","GOLDEN STATE WARRIORS",16.5,120,133,-13,"V"
"2002","2016-11-16","PHOENIX SUNS","DENVER NUGGETS",4.5,104,120,-16,"V"
"2003","2016-11-18","PHOENIX SUNS","INDIANA PACERS",4.5,116,96,20,"V"
"2004","2016-11-19","PHOENIX SUNS","PHILADELPHIA 76ERS",-2,105,120,-15,"V"
"2005","2016-11-21","PHOENIX SUNS","WASHINGTON WIZARDS",8,101,106,-5,"V"
"2006","2016-11-23","PHOENIX SUNS","ORLANDO MAGIC",4.5,92,87,5,"V"
"2007","2016-11-25","PHOENIX SUNS","MINNESOTA TIMBERWOLVES",1.5,85,98,-13,"H"
"2008","2016-11-27","PHOENIX SUNS","DENVER NUGGETS",-2,114,120,-6,"H"
"2009","2016-11-30","PHOENIX SUNS","ATLANTA HAWKS",4.5,109,107,2,"H"
"2010","2016-12-03","PHOENIX SUNS","GOLDEN STATE WARRIORS",16.5,109,138,-29,"V"
"2011","2016-12-06","PHOENIX SUNS","UTAH JAZZ",6.5,105,112,-7,"V"
"2012","2016-12-07","PHOENIX SUNS","INDIANA PACERS",4,94,109,-15,"H"
"2013","2016-12-09","PHOENIX SUNS","LOS ANGELES LAKERS",2,119,115,4,"V"
"2014","2016-12-11","PHOENIX SUNS","NEW ORLEANS PELICANS",-2.5,119,120,-1,"H"
"2015","2016-12-13","PHOENIX SUNS","NEW YORK KNICKS",2,113,111,2,"H"
"2016","2016-12-15","PHOENIX SUNS","SAN ANTONIO SPURS",8,92,107,-15,"H"
"2017","2016-12-17","PHOENIX SUNS","OKLAHOMA CITY THUNDER",6.5,101,114,-13,"V"
"2018","2016-12-19","PHOENIX SUNS","MINNESOTA TIMBERWOLVES",5.5,108,115,-7,"V"
"2019","2016-12-21","PHOENIX SUNS","HOUSTON ROCKETS",6.5,111,125,-14,"H"
"2020","2016-12-23","PHOENIX SUNS","PHILADELPHIA 76ERS",-5,123,116,7,"H"
"2021","2016-12-26","PHOENIX SUNS","HOUSTON ROCKETS",13,115,131,-16,"V"
"2022","2016-12-28","PHOENIX SUNS","SAN ANTONIO SPURS",11.5,98,119,-21,"V"
"2023","2016-12-29","PHOENIX SUNS","TORONTO RAPTORS",9,99,91,8,"H"
"2024","2016-12-31","PHOENIX SUNS","UTAH JAZZ",11.5,86,91,-5,"V"
"2025","2017-01-02","PHOENIX SUNS","LOS ANGELES CLIPPERS",4.5,98,109,-11,"V"
"2026","2017-01-03","PHOENIX SUNS","MIAMI HEAT",-5.5,99,90,9,"H"
"2027","2017-01-05","PHOENIX SUNS","DALLAS MAVERICKS",5.5,102,95,7,"V"
"2028","2017-01-08","PHOENIX SUNS","CLEVELAND CAVALIERS",8.5,116,120,-4,"H"
"2029","2017-01-12","PHOENIX SUNS","DALLAS MAVERICKS",2,108,113,-5,"N"
"2030","2017-01-14","PHOENIX SUNS","SAN ANTONIO SPURS",12.5,108,105,3,"N"
"2031","2017-01-16","PHOENIX SUNS","UTAH JAZZ",6,101,106,-5,"H"
"2032","2017-01-19","PHOENIX SUNS","CLEVELAND CAVALIERS",11.5,103,118,-15,"V"
"2033","2017-01-21","PHOENIX SUNS","NEW YORK KNICKS",5,107,105,2,"V"
"2034","2017-01-22","PHOENIX SUNS","TORONTO RAPTORS",12.5,115,103,12,"V"
"2035","2017-01-24","PHOENIX SUNS","MINNESOTA TIMBERWOLVES",1.5,111,112,-1,"H"
"2036","2017-01-26","PHOENIX SUNS","DENVER NUGGETS",6.5,120,127,-7,"V"
"2037","2017-01-28","PHOENIX SUNS","DENVER NUGGETS",-3.5,112,123,-11,"H"
"2038","2017-01-30","PHOENIX SUNS","MEMPHIS GRIZZLIES",4,96,115,-19,"H"
"2039","2017-02-01","PHOENIX SUNS","LOS ANGELES CLIPPERS",2.5,114,124,-10,"H"
"2040","2017-02-03","PHOENIX SUNS","SACRAMENTO KINGS",4.5,105,103,2,"V"
"2041","2017-02-04","PHOENIX SUNS","MILWAUKEE BUCKS",1.5,112,137,-25,"H"
"2042","2017-02-06","PHOENIX SUNS","NEW ORLEANS PELICANS",5.5,106,111,-5,"V"
"2043","2017-02-08","PHOENIX SUNS","MEMPHIS GRIZZLIES",8,91,110,-19,"V"
"2044","2017-02-10","PHOENIX SUNS","CHICAGO BULLS",2.5,115,97,18,"H"
"2045","2017-02-11","PHOENIX SUNS","HOUSTON ROCKETS",16,102,133,-31,"V"
"2046","2017-02-13","PHOENIX SUNS","NEW ORLEANS PELICANS",-3,108,110,-2,"H"
"2047","2017-02-15","PHOENIX SUNS","LOS ANGELES LAKERS",-4.5,137,101,36,"H"
"2048","2017-02-24","PHOENIX SUNS","CHICAGO BULLS",6,121,128,-7,"V"
"2049","2017-02-26","PHOENIX SUNS","MILWAUKEE BUCKS",6,96,100,-4,"V"
"2050","2017-02-28","PHOENIX SUNS","MEMPHIS GRIZZLIES",9.5,112,130,-18,"V"
"2051","2017-03-02","PHOENIX SUNS","CHARLOTTE HORNETS",3.5,120,103,17,"H"
"2052","2017-03-03","PHOENIX SUNS","OKLAHOMA CITY THUNDER",5,118,111,7,"H"
"2053","2017-03-05","PHOENIX SUNS","BOSTON CELTICS",5,109,106,3,"H"
"2054","2017-03-07","PHOENIX SUNS","WASHINGTON WIZARDS",5.5,127,131,-4,"H"
"2055","2017-03-09","PHOENIX SUNS","LOS ANGELES LAKERS",-6.5,110,122,-12,"H"
"2056","2017-03-11","PHOENIX SUNS","DALLAS MAVERICKS",5.5,100,98,2,"V"
"2057","2017-03-12","PHOENIX SUNS","PORTLAND TRAIL BLAZERS",2,101,110,-9,"H"
"2058","2017-03-15","PHOENIX SUNS","SACRAMENTO KINGS",-5.5,101,107,-6,"H"
"2059","2017-03-17","PHOENIX SUNS","ORLANDO MAGIC",-2.5,103,109,-6,"H"
"2060","2017-03-19","PHOENIX SUNS","DETROIT PISTONS",12,95,112,-17,"V"
"2061","2017-03-21","PHOENIX SUNS","MIAMI HEAT",11.5,97,112,-15,"V"
"2062","2017-03-23","PHOENIX SUNS","BROOKLYN NETS",5.5,98,126,-28,"V"
"2063","2017-03-24","PHOENIX SUNS","BOSTON CELTICS",16,120,130,-10,"V"
"2064","2017-03-26","PHOENIX SUNS","CHARLOTTE HORNETS",12.5,106,120,-14,"V"
"2065","2017-03-28","PHOENIX SUNS","ATLANTA HAWKS",10,91,95,-4,"V"
"2066","2017-03-30","PHOENIX SUNS","LOS ANGELES CLIPPERS",9.5,118,124,-6,"H"
"2067","2017-04-01","PHOENIX SUNS","PORTLAND TRAIL BLAZERS",11.5,117,130,-13,"V"
"2068","2017-04-02","PHOENIX SUNS","HOUSTON ROCKETS",6.5,116,123,-7,"H"
"2069","2017-04-05","PHOENIX SUNS","GOLDEN STATE WARRIORS",9,111,120,-9,"H"
"2070","2017-04-07","PHOENIX SUNS","OKLAHOMA CITY THUNDER",9.5,120,99,21,"H"
"2071","2017-04-09","PHOENIX SUNS","DALLAS MAVERICKS",-2.5,124,111,13,"H"
"2072","2017-04-11","PHOENIX SUNS","SACRAMENTO KINGS",4.5,104,129,-25,"V"
"2073","2016-10-25","PORTLAND TRAIL BLAZERS","UTAH JAZZ",-5.5,113,104,9,"H"
"2074","2016-10-27","PORTLAND TRAIL BLAZERS","LOS ANGELES CLIPPERS",2.5,106,114,-8,"H"
"2075","2016-10-29","PORTLAND TRAIL BLAZERS","DENVER NUGGETS",1,115,113,2,"V"
"2076","2016-11-01","PORTLAND TRAIL BLAZERS","GOLDEN STATE WARRIORS",5,104,127,-23,"H"
"2077","2016-11-02","PORTLAND TRAIL BLAZERS","PHOENIX SUNS",-3,115,118,-3,"V"
"2078","2016-11-04","PORTLAND TRAIL BLAZERS","DALLAS MAVERICKS",-2.5,105,95,10,"V"
"2079","2016-11-06","PORTLAND TRAIL BLAZERS","MEMPHIS GRIZZLIES",-1.5,100,94,6,"V"
"2080","2016-11-08","PORTLAND TRAIL BLAZERS","PHOENIX SUNS",-8,124,121,3,"H"
"2081","2016-11-09","PORTLAND TRAIL BLAZERS","LOS ANGELES CLIPPERS",11,80,111,-31,"V"
"2082","2016-11-11","PORTLAND TRAIL BLAZERS","SACRAMENTO KINGS",-6.5,122,120,2,"H"
"2083","2016-11-13","PORTLAND TRAIL BLAZERS","DENVER NUGGETS",-7.5,112,105,7,"H"
"2084","2016-11-15","PORTLAND TRAIL BLAZERS","CHICAGO BULLS",-4,88,113,-25,"H"
"2085","2016-11-17","PORTLAND TRAIL BLAZERS","HOUSTON ROCKETS",5,109,126,-17,"V"
"2086","2016-11-18","PORTLAND TRAIL BLAZERS","NEW ORLEANS PELICANS",0,101,113,-12,"V"
"2087","2016-11-20","PORTLAND TRAIL BLAZERS","BROOKLYN NETS",-4.5,129,109,20,"V"
"2088","2016-11-22","PORTLAND TRAIL BLAZERS","NEW YORK KNICKS",1.5,103,107,-4,"V"
"2089","2016-11-23","PORTLAND TRAIL BLAZERS","CLEVELAND CAVALIERS",11.5,125,137,-12,"V"
"2090","2016-11-25","PORTLAND TRAIL BLAZERS","NEW ORLEANS PELICANS",-4.5,119,104,15,"H"
"2091","2016-11-27","PORTLAND TRAIL BLAZERS","HOUSTON ROCKETS",2.5,114,130,-16,"H"
"2092","2016-11-30","PORTLAND TRAIL BLAZERS","INDIANA PACERS",-7.5,131,109,22,"H"
"2093","2016-12-03","PORTLAND TRAIL BLAZERS","MIAMI HEAT",-6.5,99,92,7,"H"
"2094","2016-12-05","PORTLAND TRAIL BLAZERS","CHICAGO BULLS",3.5,112,110,2,"V"
"2095","2016-12-07","PORTLAND TRAIL BLAZERS","MILWAUKEE BUCKS",1.5,107,115,-8,"V"
"2096","2016-12-08","PORTLAND TRAIL BLAZERS","MEMPHIS GRIZZLIES",-4,86,88,-2,"V"
"2097","2016-12-10","PORTLAND TRAIL BLAZERS","INDIANA PACERS",-1.5,111,118,-7,"V"
"2098","2016-12-12","PORTLAND TRAIL BLAZERS","LOS ANGELES CLIPPERS",10,120,121,-1,"V"
"2099","2016-12-13","PORTLAND TRAIL BLAZERS","OKLAHOMA CITY THUNDER",-2,114,95,19,"H"
"2100","2016-12-15","PORTLAND TRAIL BLAZERS","DENVER NUGGETS",2,120,132,-12,"V"
"2101","2016-12-17","PORTLAND TRAIL BLAZERS","GOLDEN STATE WARRIORS",14,90,135,-45,"V"
"2102","2016-12-20","PORTLAND TRAIL BLAZERS","SACRAMENTO KINGS",1.5,121,126,-5,"V"
"2103","2016-12-21","PORTLAND TRAIL BLAZERS","DALLAS MAVERICKS",-6,95,96,-1,"H"
"2104","2016-12-23","PORTLAND TRAIL BLAZERS","SAN ANTONIO SPURS",2.5,90,110,-20,"H"
"2105","2016-12-26","PORTLAND TRAIL BLAZERS","TORONTO RAPTORS",7.5,91,95,-4,"H"
"2106","2016-12-28","PORTLAND TRAIL BLAZERS","SACRAMENTO KINGS",-1.5,102,89,13,"H"
"2107","2016-12-30","PORTLAND TRAIL BLAZERS","SAN ANTONIO SPURS",10,94,110,-16,"V"
"2108","2017-01-01","PORTLAND TRAIL BLAZERS","MINNESOTA TIMBERWOLVES",5.5,95,89,6,"V"
"2109","2017-01-04","PORTLAND TRAIL BLAZERS","GOLDEN STATE WARRIORS",16,117,125,-8,"V"
"2110","2017-01-05","PORTLAND TRAIL BLAZERS","LOS ANGELES LAKERS",-7,118,109,9,"H"
"2111","2017-01-08","PORTLAND TRAIL BLAZERS","DETROIT PISTONS",-3.5,124,125,-1,"H"
"2112","2017-01-10","PORTLAND TRAIL BLAZERS","LOS ANGELES LAKERS",-2,108,87,21,"V"
"2113","2017-01-11","PORTLAND TRAIL BLAZERS","CLEVELAND CAVALIERS",4.5,102,86,16,"H"
"2114","2017-01-13","PORTLAND TRAIL BLAZERS","ORLANDO MAGIC",-7.5,109,115,-6,"H"
"2115","2017-01-16","PORTLAND TRAIL BLAZERS","WASHINGTON WIZARDS",3.5,101,120,-19,"V"
"2116","2017-01-18","PORTLAND TRAIL BLAZERS","CHARLOTTE HORNETS",5.5,85,107,-22,"V"
"2117","2017-01-20","PORTLAND TRAIL BLAZERS","PHILADELPHIA 76ERS",-1.5,92,93,-1,"V"
"2118","2017-01-21","PORTLAND TRAIL BLAZERS","BOSTON CELTICS",7.5,127,123,4,"V"
"2119","2017-01-25","PORTLAND TRAIL BLAZERS","LOS ANGELES LAKERS",-8.5,105,98,7,"H"
"2120","2017-01-27","PORTLAND TRAIL BLAZERS","MEMPHIS GRIZZLIES",-1,112,109,3,"H"
"2121","2017-01-29","PORTLAND TRAIL BLAZERS","GOLDEN STATE WARRIORS",6,111,113,-2,"H"
"2122","2017-01-31","PORTLAND TRAIL BLAZERS","CHARLOTTE HORNETS",-3.5,115,98,17,"H"
"2123","2017-02-03","PORTLAND TRAIL BLAZERS","DALLAS MAVERICKS",-6,104,108,-4,"H"
"2124","2017-02-05","PORTLAND TRAIL BLAZERS","OKLAHOMA CITY THUNDER",4.5,99,105,-6,"V"
"2125","2017-02-07","PORTLAND TRAIL BLAZERS","DALLAS MAVERICKS",-2.5,114,113,1,"V"
"2126","2017-02-09","PORTLAND TRAIL BLAZERS","BOSTON CELTICS",-3,111,120,-9,"H"
"2127","2017-02-13","PORTLAND TRAIL BLAZERS","ATLANTA HAWKS",-2,104,109,-5,"H"
"2128","2017-02-15","PORTLAND TRAIL BLAZERS","UTAH JAZZ",8.5,88,111,-23,"V"
"2129","2017-02-23","PORTLAND TRAIL BLAZERS","ORLANDO MAGIC",-2.5,112,103,9,"V"
"2130","2017-02-26","PORTLAND TRAIL BLAZERS","TORONTO RAPTORS",5.5,106,112,-6,"V"
"2131","2017-02-28","PORTLAND TRAIL BLAZERS","DETROIT PISTONS",4,113,120,-7,"V"
"2132","2017-03-02","PORTLAND TRAIL BLAZERS","OKLAHOMA CITY THUNDER",1,114,109,5,"H"
"2133","2017-03-04","PORTLAND TRAIL BLAZERS","BROOKLYN NETS",-11,130,116,14,"H"
"2134","2017-03-07","PORTLAND TRAIL BLAZERS","OKLAHOMA CITY THUNDER",7,126,121,5,"V"
"2135","2017-03-09","PORTLAND TRAIL BLAZERS","PHILADELPHIA 76ERS",-9.5,114,108,6,"H"
"2136","2017-03-11","PORTLAND TRAIL BLAZERS","WASHINGTON WIZARDS",-4.5,124,125,-1,"H"
"2137","2017-03-12","PORTLAND TRAIL BLAZERS","PHOENIX SUNS",-2,110,101,9,"V"
"2138","2017-03-14","PORTLAND TRAIL BLAZERS","NEW ORLEANS PELICANS",3.5,77,100,-23,"V"
"2139","2017-03-15","PORTLAND TRAIL BLAZERS","SAN ANTONIO SPURS",11.5,110,106,4,"V"
"2140","2017-03-18","PORTLAND TRAIL BLAZERS","ATLANTA HAWKS",3.5,113,97,16,"V"
"2141","2017-03-19","PORTLAND TRAIL BLAZERS","MIAMI HEAT",6,115,104,11,"V"
"2142","2017-03-21","PORTLAND TRAIL BLAZERS","MILWAUKEE BUCKS",-4.5,90,93,-3,"H"
"2143","2017-03-23","PORTLAND TRAIL BLAZERS","NEW YORK KNICKS",-13.5,110,95,15,"H"
"2144","2017-03-25","PORTLAND TRAIL BLAZERS","MINNESOTA TIMBERWOLVES",-6,112,100,12,"H"
"2145","2017-03-26","PORTLAND TRAIL BLAZERS","LOS ANGELES LAKERS",-6.5,97,81,16,"V"
"2146","2017-03-28","PORTLAND TRAIL BLAZERS","DENVER NUGGETS",-1.5,122,113,9,"H"
"2147","2017-03-30","PORTLAND TRAIL BLAZERS","HOUSTON ROCKETS",1,117,107,10,"H"
"2148","2017-04-01","PORTLAND TRAIL BLAZERS","PHOENIX SUNS",-11.5,130,117,13,"H"
"2149","2017-04-03","PORTLAND TRAIL BLAZERS","MINNESOTA TIMBERWOLVES",1.5,109,110,-1,"V"
"2150","2017-04-04","PORTLAND TRAIL BLAZERS","UTAH JAZZ",6,87,106,-19,"V"
"2151","2017-04-06","PORTLAND TRAIL BLAZERS","MINNESOTA TIMBERWOLVES",-5.5,105,98,7,"H"
"2152","2017-04-08","PORTLAND TRAIL BLAZERS","UTAH JAZZ",-2.5,101,86,15,"H"
"2153","2017-04-10","PORTLAND TRAIL BLAZERS","SAN ANTONIO SPURS",10.5,99,98,1,"H"
"2154","2017-04-12","PORTLAND TRAIL BLAZERS","NEW ORLEANS PELICANS",-7,100,103,-3,"H"
"2155","2017-04-16","PORTLAND TRAIL BLAZERS","GOLDEN STATE WARRIORS",15,109,121,-12,"V"
"2156","2017-04-19","PORTLAND TRAIL BLAZERS","GOLDEN STATE WARRIORS",12.5,81,110,-29,"V"
"2157","2017-04-22","PORTLAND TRAIL BLAZERS","GOLDEN STATE WARRIORS",6,113,119,-6,"H"
"2158","2017-04-24","PORTLAND TRAIL BLAZERS","GOLDEN STATE WARRIORS",7.5,103,128,-25,"H"
"2159","2016-10-26","SACRAMENTO KINGS","PHOENIX SUNS",3,113,94,19,"V"
"2160","2016-10-27","SACRAMENTO KINGS","SAN ANTONIO SPURS",8.5,94,102,-8,"H"
"2161","2016-10-29","SACRAMENTO KINGS","MINNESOTA TIMBERWOLVES",1.5,106,103,3,"H"
"2162","2016-10-31","SACRAMENTO KINGS","ATLANTA HAWKS",7,95,106,-11,"V"
"2163","2016-11-01","SACRAMENTO KINGS","MIAMI HEAT",4,96,108,-12,"V"
"2164","2016-11-03","SACRAMENTO KINGS","ORLANDO MAGIC",-1,94,102,-8,"V"
"2165","2016-11-05","SACRAMENTO KINGS","MILWAUKEE BUCKS",3.5,91,117,-26,"V"
"2166","2016-11-06","SACRAMENTO KINGS","TORONTO RAPTORS",9,96,91,5,"V"
"2167","2016-11-08","SACRAMENTO KINGS","NEW ORLEANS PELICANS",-6,102,94,8,"H"
"2168","2016-11-10","SACRAMENTO KINGS","LOS ANGELES LAKERS",-5.5,91,101,-10,"H"
"2169","2016-11-11","SACRAMENTO KINGS","PORTLAND TRAIL BLAZERS",6.5,120,122,-2,"V"
"2170","2016-11-16","SACRAMENTO KINGS","SAN ANTONIO SPURS",5.5,105,110,-5,"H"
"2171","2016-11-18","SACRAMENTO KINGS","LOS ANGELES CLIPPERS",8.5,115,121,-6,"H"
"2172","2016-11-20","SACRAMENTO KINGS","TORONTO RAPTORS",3.5,102,99,3,"H"
"2173","2016-11-23","SACRAMENTO KINGS","OKLAHOMA CITY THUNDER",-2.5,116,101,15,"H"
"2174","2016-11-25","SACRAMENTO KINGS","HOUSTON ROCKETS",3.5,104,117,-13,"H"
"2175","2016-11-27","SACRAMENTO KINGS","BROOKLYN NETS",-4.5,122,105,17,"V"
"2176","2016-11-28","SACRAMENTO KINGS","WASHINGTON WIZARDS",5,95,101,-6,"V"
"2177","2016-12-02","SACRAMENTO KINGS","BOSTON CELTICS",6.5,92,97,-5,"V"
"2178","2016-12-04","SACRAMENTO KINGS","NEW YORK KNICKS",1.5,98,106,-8,"V"
"2179","2016-12-07","SACRAMENTO KINGS","DALLAS MAVERICKS",-3.5,120,89,31,"V"
"2180","2016-12-09","SACRAMENTO KINGS","NEW YORK KNICKS",-5,100,103,-3,"H"
"2181","2016-12-10","SACRAMENTO KINGS","UTAH JAZZ",5.5,84,104,-20,"V"
"2182","2016-12-12","SACRAMENTO KINGS","LOS ANGELES LAKERS",-8.5,116,92,24,"H"
"2183","2016-12-14","SACRAMENTO KINGS","HOUSTON ROCKETS",13.5,98,132,-34,"V"
"2184","2016-12-16","SACRAMENTO KINGS","MEMPHIS GRIZZLIES",5,96,92,4,"V"
"2185","2016-12-18","SACRAMENTO KINGS","DALLAS MAVERICKS",1,79,99,-20,"V"
"2186","2016-12-20","SACRAMENTO KINGS","PORTLAND TRAIL BLAZERS",-1.5,126,121,5,"H"
"2187","2016-12-21","SACRAMENTO KINGS","UTAH JAZZ",7.5,94,93,1,"V"
"2188","2016-12-23","SACRAMENTO KINGS","MINNESOTA TIMBERWOLVES",4.5,109,105,4,"V"
"2189","2016-12-26","SACRAMENTO KINGS","PHILADELPHIA 76ERS",-8,102,100,2,"H"
"2190","2016-12-28","SACRAMENTO KINGS","PORTLAND TRAIL BLAZERS",1.5,89,102,-13,"V"
"2191","2016-12-31","SACRAMENTO KINGS","MEMPHIS GRIZZLIES",1.5,98,112,-14,"H"
"2192","2017-01-03","SACRAMENTO KINGS","DENVER NUGGETS",3.5,120,113,7,"V"
"2193","2017-01-04","SACRAMENTO KINGS","MIAMI HEAT",-7.5,102,107,-5,"H"
"2194","2017-01-06","SACRAMENTO KINGS","LOS ANGELES CLIPPERS",2.5,98,106,-8,"H"
"2195","2017-01-08","SACRAMENTO KINGS","GOLDEN STATE WARRIORS",11.5,106,117,-11,"H"
"2196","2017-01-10","SACRAMENTO KINGS","DETROIT PISTONS",-2.5,100,94,6,"H"
"2197","2017-01-13","SACRAMENTO KINGS","CLEVELAND CAVALIERS",6.5,108,120,-12,"H"
"2198","2017-01-15","SACRAMENTO KINGS","OKLAHOMA CITY THUNDER",1.5,118,122,-4,"H"
"2199","2017-01-18","SACRAMENTO KINGS","INDIANA PACERS",-2.5,100,106,-6,"H"
"2200","2017-01-20","SACRAMENTO KINGS","MEMPHIS GRIZZLIES",8,91,107,-16,"V"
"2201","2017-01-21","SACRAMENTO KINGS","CHICAGO BULLS",6.5,99,102,-3,"V"
"2202","2017-01-23","SACRAMENTO KINGS","DETROIT PISTONS",6.5,109,104,5,"V"
"2203","2017-01-25","SACRAMENTO KINGS","CLEVELAND CAVALIERS",11,116,112,4,"V"
"2204","2017-01-27","SACRAMENTO KINGS","INDIANA PACERS",4.5,111,115,-4,"V"
"2205","2017-01-28","SACRAMENTO KINGS","CHARLOTTE HORNETS",7.5,109,106,3,"V"
"2206","2017-01-30","SACRAMENTO KINGS","PHILADELPHIA 76ERS",-3,119,122,-3,"V"
"2207","2017-01-31","SACRAMENTO KINGS","HOUSTON ROCKETS",12,83,105,-22,"V"
"2208","2017-02-03","SACRAMENTO KINGS","PHOENIX SUNS",-4.5,103,105,-2,"H"
"2209","2017-02-04","SACRAMENTO KINGS","GOLDEN STATE WARRIORS",14.5,109,106,3,"H"
"2210","2017-02-06","SACRAMENTO KINGS","CHICAGO BULLS",-1.5,107,112,-5,"H"
"2211","2017-02-08","SACRAMENTO KINGS","BOSTON CELTICS",8.5,108,92,16,"H"
"2212","2017-02-10","SACRAMENTO KINGS","ATLANTA HAWKS",2,108,107,1,"H"
"2213","2017-02-12","SACRAMENTO KINGS","NEW ORLEANS PELICANS",-3.5,105,99,6,"H"
"2214","2017-02-14","SACRAMENTO KINGS","LOS ANGELES LAKERS",2.5,97,96,1,"V"
