,Rk,G,Date,X,Opp,W.L,Tm,Opp.1,TeamFG,TeamFGA,TeamFG.,Team3P,Team3PA,Team3P.,TeamFT,TeamFTA,TeamFT.,TeamORB,TeamTRB,TeamAST,TeamSTL,TeamBLK,TeamTOV,TeamPF,X.1,OppoFG,OppoFGA,OppoFG.,Oppo3P,Oppo3PA,Oppo3P.,OppoFT,OppoFTA,OppoFT.,OppoORB,OppoTRB,OppoAST,OppoSTL,OppoBLK,OppoTOV,OppoPF,Tm1
21,21,21,2016/12/3,@,TOR,L,84,128,35,88,0.398,7,28,0.25,7,14,0.5,13,38,21,7,5,18,13,NA,53,92,0.576,13,24,0.542,9,11,0.818,12,48,28,14,7,12,17,ATL
22,22,22,2016/12/5,,OKC,L,99,102,34,77,0.442,7,22,0.318,24,32,0.75,7,36,26,13,3,18,24,NA,37,80,0.463,10,31,0.323,18,28,0.643,8,43,26,9,5,19,27,ATL
23,23,23,2016/12/7,,MIA,W,103,95,43,88,0.489,4,19,0.211,13,15,0.867,14,47,27,9,9,14,20,NA,34,80,0.425,11,27,0.407,16,20,0.8,8,33,20,6,6,16,16,ATL
24,24,24,2016/12/9,@,MIL,W,114,110,40,84,0.476,12,34,0.353,22,29,0.759,9,46,32,7,8,17,11,NA,44,94,0.468,12,28,0.429,10,14,0.714,9,43,26,11,5,15,25,ATL
25,25,25,2016/12/13,,ORL,L,120,131,45,89,0.506,11,28,0.393,19,21,0.905,13,45,29,6,4,15,16,NA,51,87,0.586,15,34,0.441,14,20,0.7,5,28,36,8,5,9,17,ATL
26,26,26,2016/12/16,@,TOR,W,125,121,46,86,0.535,11,25,0.44,22,32,0.688,15,44,26,6,6,14,22,NA,47,86,0.547,10,21,0.476,17,26,0.654,8,28,20,7,5,9,27,ATL
27,27,27,2016/12/17,,CHO,L,99,107,40,86,0.465,10,26,0.385,9,16,0.563,9,47,26,4,2,12,18,NA,43,88,0.489,12,27,0.444,9,13,0.692,7,43,26,8,3,12,17,ATL
28,28,28,2016/12/19,@,OKC,W,110,108,41,75,0.547,9,23,0.391,19,24,0.792,5,35,24,5,2,15,20,NA,39,87,0.448,10,35,0.286,20,26,0.769,15,44,13,8,3,12,18,ATL
29,29,29,2016/12/21,,MIN,L,84,92,34,82,0.415,7,26,0.269,9,13,0.692,8,35,19,9,8,10,15,NA,35,83,0.422,9,29,0.31,13,14,0.929,15,52,21,6,6,17,11,ATL
30,30,30,2016/12/23,@,DEN,W,109,108,37,86,0.43,8,25,0.32,27,33,0.818,9,40,26,10,4,8,25,NA,37,78,0.474,8,25,0.32,26,35,0.743,7,46,27,3,7,15,29,ATL
31,31,31,2016/12/26,@,MIN,L,90,104,35,83,0.422,8,32,0.25,12,17,0.706,17,46,20,8,7,19,19,NA,37,82,0.451,15,31,0.484,15,18,0.833,11,40,26,11,3,14,19,ATL
32,32,32,2016/12/28,,NYK,W,102,98,37,101,0.366,7,27,0.259,21,27,0.778,17,55,19,8,3,13,19,NA,35,93,0.376,7,27,0.259,21,26,0.808,14,55,20,8,7,17,23,ATL
33,33,33,2016/12/30,,DET,W,105,98,39,88,0.443,8,26,0.308,19,25,0.76,12,44,29,10,2,15,21,NA,35,84,0.417,9,31,0.29,19,21,0.905,14,43,22,9,7,18,24,ATL
34,34,34,2017/1/1,,SAS,W,114,112,42,92,0.457,14,28,0.5,16,27,0.593,11,46,25,6,6,11,21,NA,42,90,0.467,9,27,0.333,19,22,0.864,9,47,27,5,6,12,21,ATL
35,35,35,2017/1/4,@,ORL,W,111,92,44,81,0.543,10,19,0.526,13,18,0.722,3,39,27,12,3,12,12,NA,37,86,0.43,9,28,0.321,9,10,0.9,10,40,19,9,6,17,17,ATL
36,36,36,2017/1/5,@,NOP,W,99,94,38,90,0.422,9,23,0.391,14,17,0.824,12,55,23,9,6,14,14,NA,34,93,0.366,15,35,0.429,11,14,0.786,15,52,19,8,4,15,18,ATL
37,37,37,2017/1/7,@,DAL,W,97,82,30,74,0.405,11,22,0.5,26,32,0.813,6,47,19,8,1,10,15,NA,32,82,0.39,9,36,0.25,9,10,0.9,6,41,18,7,3,14,25,ATL
38,38,38,2017/1/10,@,BRK,W,117,97,44,92,0.478,7,23,0.304,22,38,0.579,15,53,25,11,12,12,17,NA,35,87,0.402,10,29,0.345,17,23,0.739,14,48,22,5,4,17,24,ATL
39,39,39,2017/1/13,,BOS,L,101,103,36,84,0.429,11,30,0.367,18,21,0.857,12,43,22,5,5,12,17,NA,36,83,0.434,17,44,0.386,14,19,0.737,9,43,22,7,3,12,16,ATL
40,40,40,2017/1/15,,MIL,W,111,98,42,80,0.525,13,26,0.5,14,18,0.778,14,37,29,9,4,19,20,NA,39,79,0.494,6,19,0.316,14,18,0.778,13,36,25,11,4,16,25,ATL
41,41,41,2017/1/16,@,NYK,W,108,107,40,87,0.46,12,32,0.375,16,23,0.696,8,36,26,11,3,10,15,NA,42,85,0.494,8,26,0.308,15,23,0.652,15,53,21,8,3,18,22,ATL
42,42,42,2017/1/18,@,DET,L,95,118,30,78,0.385,6,25,0.24,29,37,0.784,8,32,22,1,4,12,21,NA,45,91,0.495,10,25,0.4,18,28,0.643,18,60,27,6,0,12,29,ATL
43,43,43,2017/1/20,,CHI,W,102,93,39,82,0.476,9,22,0.409,15,19,0.789,10,40,23,16,3,19,19,NA,34,81,0.42,7,28,0.25,18,19,0.947,12,41,18,12,5,24,17,ATL
44,44,44,2017/1/21,,PHI,W,110,93,45,91,0.495,7,20,0.35,13,23,0.565,11,47,24,8,5,13,18,NA,33,78,0.423,12,29,0.414,15,18,0.833,7,39,27,8,6,22,19,ATL
45,45,45,2017/1/23,,LAC,L,105,115,37,88,0.42,9,29,0.31,22,26,0.846,8,40,28,8,2,8,17,NA,42,84,0.5,14,24,0.583,17,22,0.773,10,46,23,4,8,11,19,ATL
46,46,46,2017/1/25,@,CHI,W,119,114,43,83,0.518,17,30,0.567,16,19,0.842,6,39,29,5,5,13,20,NA,43,94,0.457,8,27,0.296,20,26,0.769,12,41,18,6,5,6,16,ATL
47,47,47,2017/1/27,,WAS,L,86,112,30,83,0.361,9,31,0.29,17,25,0.68,8,41,18,9,8,19,16,NA,43,89,0.483,13,31,0.419,13,19,0.684,13,52,26,12,10,18,24,ATL
48,48,48,2017/1/29,,NYK,W,142,139,52,119,0.437,10,31,0.323,28,40,0.7,17,64,36,4,2,14,24,NA,51,128,0.398,18,51,0.353,19,23,0.826,15,63,32,9,11,12,39,ATL
49,49,49,2017/2/1,@,MIA,L,93,116,34,86,0.395,7,26,0.269,18,21,0.857,9,43,13,10,6,15,14,NA,45,93,0.484,12,32,0.375,14,19,0.737,10,47,23,10,11,12,18,ATL
50,50,50,2017/2/2,@,HOU,W,113,108,44,85,0.518,8,30,0.267,17,23,0.739,8,56,26,8,5,20,20,NA,35,93,0.376,13,51,0.255,25,33,0.758,7,37,19,11,4,9,20,ATL
51,51,51,2017/2/4,,ORL,W,113,86,41,78,0.526,10,28,0.357,21,27,0.778,10,48,28,8,2,15,20,NA,27,78,0.346,7,27,0.259,25,28,0.893,7,33,17,8,4,13,19,ATL
52,52,52,2017/2/6,,UTA,L,95,120,33,74,0.446,6,17,0.353,23,32,0.719,7,30,16,6,3,12,18,NA,49,80,0.613,10,26,0.385,12,18,0.667,9,44,31,9,7,12,23,ATL
53,53,53,2017/2/8,,DEN,W,117,106,47,93,0.505,8,27,0.296,15,18,0.833,12,48,31,6,4,10,18,NA,40,100,0.4,13,44,0.295,13,21,0.619,21,49,25,8,4,10,20,ATL
54,54,54,2017/2/10,@,SAC,L,107,108,36,71,0.507,11,30,0.367,24,31,0.774,3,37,19,6,5,16,17,NA,38,80,0.475,18,36,0.5,14,21,0.667,8,39,27,12,2,18,27,ATL
55,55,55,2017/2/13,@,POR,W,109,104,32,83,0.386,8,28,0.286,37,48,0.771,7,52,20,9,11,9,23,NA,37,103,0.359,16,42,0.381,14,25,0.56,22,66,22,4,4,14,34,ATL
56,56,56,2017/2/15,@,LAC,L,84,99,32,79,0.405,7,26,0.269,13,19,0.684,10,45,20,5,1,20,13,NA,37,79,0.468,14,37,0.378,11,12,0.917,5,40,24,18,3,16,17,ATL
57,57,57,2017/2/24,,MIA,L,90,108,30,79,0.38,6,20,0.3,24,36,0.667,8,45,14,7,6,10,12,NA,40,99,0.404,17,37,0.459,11,13,0.846,15,54,30,7,5,12,27,ATL
58,58,58,2017/2/25,@,ORL,L,86,105,32,85,0.376,8,25,0.32,14,26,0.538,12,48,21,4,4,17,19,NA,37,81,0.457,8,27,0.296,23,24,0.958,7,47,21,11,8,13,23,ATL
59,59,59,2017/2/27,@,BOS,W,114,98,46,95,0.484,6,25,0.24,16,20,0.8,13,55,22,10,10,14,19,NA,34,87,0.391,10,34,0.294,20,25,0.8,9,40,21,9,7,18,20,ATL
60,60,60,2017/3/1,,DAL,W,100,95,36,64,0.563,10,21,0.476,18,24,0.75,4,34,24,12,4,22,19,NA,35,77,0.455,14,33,0.424,11,13,0.846,10,33,22,10,5,20,20,ATL
61,61,61,2017/3/3,,CLE,L,130,135,49,91,0.538,10,26,0.385,22,30,0.733,11,43,30,7,4,12,15,NA,47,86,0.547,25,46,0.543,16,20,0.8,5,33,31,7,5,14,24,ATL
62,62,62,2017/3/5,,IND,L,96,97,34,77,0.442,9,27,0.333,19,31,0.613,11,44,21,12,1,14,19,NA,35,78,0.449,15,33,0.455,12,21,0.571,9,44,24,6,4,15,22,ATL
63,63,63,2017/3/6,,GSW,L,111,119,38,82,0.463,13,28,0.464,22,31,0.71,14,47,19,6,6,19,23,NA,41,87,0.471,20,44,0.455,17,22,0.773,13,43,33,10,4,14,22,ATL
64,64,64,2017/3/8,,BRK,W,110,105,41,95,0.432,4,20,0.2,24,32,0.75,11,47,19,12,7,15,22,NA,37,80,0.463,11,33,0.333,20,25,0.8,5,40,28,7,11,22,25,ATL
65,65,65,2017/3/10,,TOR,W,105,99,39,75,0.52,8,22,0.364,19,29,0.655,8,45,24,8,6,21,20,NA,37,92,0.402,4,25,0.16,21,27,0.778,16,46,19,17,5,11,28,ATL
66,66,66,2017/3/11,@,MEM,W,107,90,36,72,0.5,15,30,0.5,20,26,0.769,6,46,22,9,6,18,23,NA,34,90,0.378,5,29,0.172,17,23,0.739,13,41,22,11,3,13,21,ATL
67,67,67,2017/3/13,@,SAS,L,99,107,37,81,0.457,6,22,0.273,19,30,0.633,6,36,27,13,3,16,20,NA,39,81,0.481,16,34,0.471,13,17,0.765,7,44,31,6,9,21,22,ATL
68,68,68,2017/3/16,,MEM,L,91,103,29,71,0.408,8,27,0.296,25,34,0.735,8,38,19,6,9,17,17,NA,39,92,0.424,10,28,0.357,15,18,0.833,16,48,29,7,5,11,25,ATL
69,69,69,2017/3/18,,POR,L,97,113,32,88,0.364,7,26,0.269,26,32,0.813,12,35,22,13,7,13,12,NA,44,87,0.506,8,18,0.444,17,19,0.895,13,54,23,9,9,20,22,ATL
70,70,70,2017/3/20,@,CHO,L,90,105,37,84,0.44,12,37,0.324,4,10,0.4,12,45,26,3,5,15,17,NA,40,80,0.5,12,30,0.4,13,20,0.65,5,33,28,12,4,7,13,ATL
71,71,71,2017/3/22,@,WAS,L,100,104,34,86,0.395,8,25,0.32,24,29,0.828,11,44,20,11,5,16,19,NA,38,95,0.4,11,34,0.324,17,23,0.739,17,54,23,9,6,19,26,ATL
72,72,72,2017/3/24,@,MIL,L,97,100,34,83,0.41,8,22,0.364,21,24,0.875,13,49,20,5,3,17,19,NA,39,88,0.443,8,27,0.296,14,16,0.875,9,35,27,10,6,8,23,ATL
73,73,73,2017/3/26,,BRK,L,92,107,34,98,0.347,5,27,0.185,19,32,0.594,26,58,16,10,3,20,19,NA,38,86,0.442,6,22,0.273,25,30,0.833,12,50,21,13,7,17,25,ATL
74,74,74,2017/3/28,,PHO,W,95,91,34,85,0.4,6,27,0.222,21,29,0.724,9,51,24,5,6,19,23,NA,35,96,0.365,7,31,0.226,14,24,0.583,14,48,25,12,6,15,31,ATL
75,75,75,2017/3/29,@,PHI,W,99,92,34,80,0.425,9,18,0.5,22,26,0.846,15,47,19,7,3,17,15,NA,36,87,0.414,11,39,0.282,9,11,0.818,13,40,30,7,3,14,19,ATL
76,76,76,2017/4/1,@,CHI,L,104,106,40,90,0.444,11,28,0.393,13,17,0.765,11,45,25,4,1,13,16,NA,40,85,0.471,12,30,0.4,14,14,1,6,40,25,6,4,12,17,ATL
77,77,77,2017/4/2,@,BRK,L,82,91,30,80,0.375,7,24,0.292,15,23,0.652,8,44,19,9,4,19,19,NA,32,82,0.39,10,33,0.303,17,20,0.85,8,51,21,11,6,19,22,ATL
78,78,78,2017/4/6,,BOS,W,123,116,44,89,0.494,11,23,0.478,24,34,0.706,13,52,26,7,4,17,30,NA,37,90,0.411,15,43,0.349,27,34,0.794,10,38,28,9,4,12,29,ATL
79,79,79,2017/4/7,@,CLE,W,114,100,45,89,0.506,16,37,0.432,8,8,1,6,42,39,7,3,11,17,NA,39,81,0.481,9,36,0.25,13,17,0.765,3,38,23,5,3,13,10,ATL
80,80,80,2017/4/9,,CLE,W,126,125,44,94,0.468,9,31,0.29,29,37,0.784,10,45,31,8,4,12,22,NA,45,98,0.459,19,46,0.413,16,20,0.8,13,53,28,4,3,14,27,ATL
81,81,81,2017/4/11,,CHO,W,103,76,41,79,0.519,7,27,0.259,14,18,0.778,11,50,30,6,4,16,17,NA,29,88,0.33,3,23,0.13,15,19,0.789,15,40,16,11,1,13,17,ATL
82,82,82,2017/4/12,@,IND,L,86,104,30,72,0.417,11,29,0.379,15,19,0.789,8,37,19,5,4,18,15,NA,39,82,0.476,10,24,0.417,16,19,0.842,8,41,21,5,7,10,14,ATL
83,1,1,2017/4/16,@,WAS,L,107,114,34,78,0.436,7,25,0.28,32,39,0.821,13,48,18,5,3,19,22,NA,45,100,0.45,8,28,0.286,16,17,0.941,15,42,28,8,9,12,25,ATL
84,2,2,2017/4/19,@,WAS,L,101,109,32,79,0.405,4,20,0.2,33,38,0.868,10,41,17,6,6,18,26,NA,39,86,0.453,7,22,0.318,24,33,0.727,11,43,22,10,10,11,29,ATL
85,3,3,2017/4/22,,WAS,W,116,98,44,89,0.494,9,25,0.36,19,32,0.594,11,50,26,6,5,11,17,NA,37,89,0.416,7,29,0.241,17,20,0.85,6,42,16,6,4,15,28,ATL
86,4,4,2017/4/24,,WAS,W,111,101,40,90,0.444,12,31,0.387,19,25,0.76,12,49,24,7,1,12,20,NA,36,85,0.424,11,32,0.344,18,23,0.783,9,46,19,7,5,14,25,ATL
87,5,5,2017/4/26,@,WAS,L,99,103,38,93,0.409,9,31,0.29,14,21,0.667,11,43,23,3,2,11,21,NA,37,82,0.451,7,24,0.292,22,27,0.815,9,42,21,8,10,6,20,ATL
88,6,6,2017/4/28,,WAS,L,99,115,37,78,0.474,9,32,0.281,16,19,0.842,11,35,26,9,3,22,22,NA,42,78,0.538,10,24,0.417,21,25,0.84,8,33,21,16,7,16,22,ATL
89,1,1,2016/10/26,,BRK,W,122,117,48,89,0.539,11,32,0.344,15,18,0.833,12,47,36,13,9,19,20,NA,43,97,0.443,15,44,0.341,16,20,0.8,15,44,22,8,3,16,19,BOS
90,2,2,2016/10/27,@,CHI,L,99,105,38,76,0.5,8,23,0.348,15,24,0.625,3,36,22,6,6,11,25,NA,36,92,0.391,11,25,0.44,22,30,0.733,18,55,25,5,1,12,21,BOS
91,3,3,2016/10/29,@,CHO,W,104,98,39,81,0.481,15,31,0.484,11,17,0.647,4,42,25,4,6,13,26,NA,32,79,0.405,9,32,0.281,25,33,0.758,6,38,22,8,6,8,17,BOS
92,4,4,2016/11/2,,CHI,W,107,100,41,87,0.471,14,32,0.438,11,17,0.647,10,39,28,10,4,12,24,NA,35,81,0.432,7,20,0.35,23,31,0.742,15,49,21,7,7,19,19,BOS
93,5,5,2016/11/3,@,CLE,L,122,128,46,96,0.479,11,32,0.344,19,22,0.864,10,39,25,4,6,8,28,NA,41,84,0.488,14,34,0.412,32,37,0.865,7,42,24,6,6,8,19,BOS
